Now,Method,Delay,Try,Time
Start at October 20 2018 00:25:21.,,,,
October 20 2018 00:25:22,wall.get,0.0,1,0.45082950592041016
October 20 2018 00:25:22,wall.get,0.0,1,0.12466621398925781
October 20 2018 00:25:22,wall.get,0.0,1,0.13466405868530273
October 20 2018 00:25:22,users.get,0.0,1,0.04090452194213867
October 20 2018 00:25:22,friends.getMutual,0.0,1,0.04089236259460449
October 20 2018 00:25:22,photos.getAlbums,0.0,1,0.03295278549194336
October 20 2018 00:25:22,users.get,0.0,1,0.03493523597717285
October 20 2018 00:25:22,photos.getAlbums,0.0,1,0.03886532783508301
October 20 2018 00:25:22,friends.getMutual,0.0,1,0.040924072265625
October 20 2018 00:25:24,users.get,0.0,48,1.5405521392822266
October 20 2018 00:25:24,photos.getAlbums,0.0,1,0.03490638732910156
October 20 2018 00:25:24,friends.getMutual,0.0,1,0.036899566650390625
October 20 2018 00:25:24,wall.get,0.0,1,0.15157628059387207
October 20 2018 00:25:24,friends.get,0.0,1,0.0359039306640625
October 20 2018 00:25:24,friends.get,0.0,1,0.032494544982910156
October 20 2018 00:25:24,friends.getMutual,0.0,1,0.02892136573791504
October 20 2018 00:25:24,friends.getMutual,0.0,1,0.03687787055969238
October 20 2018 00:25:24,friends.getMutual,0.0,1,0.035581350326538086
October 20 2018 00:25:27,wall.get,0.0,78,2.6049792766571045
October 20 2018 00:25:27,friends.get,0.0,1,0.04086184501647949
October 20 2018 00:25:27,users.get,0.0,1,0.048892974853515625
October 20 2018 00:25:27,friends.getMutual,0.0,1,0.03991842269897461
October 20 2018 00:25:27,users.get,0.0,1,0.0337526798248291
October 20 2018 00:25:27,friends.get,0.0,1,0.039895057678222656
October 20 2018 00:25:27,wall.get,0.0,1,0.12661242485046387
October 20 2018 00:25:28,wall.get,0.0,1,0.1236579418182373
October 20 2018 00:25:28,friends.get,0.0,1,0.034937143325805664
October 20 2018 00:25:30,users.get,0.0,75,2.318826913833618
October 20 2018 00:25:30,photos.getAlbums,0.0,1,0.04689288139343262
October 20 2018 00:25:30,users.get,0.0,1,0.0358736515045166
October 20 2018 00:25:30,wall.get,0.0,1,0.13463139533996582
October 20 2018 00:25:30,friends.getMutual,0.0,1,0.036901235580444336
October 20 2018 00:25:30,photos.getAlbums,0.0,1,0.032996416091918945
October 20 2018 00:25:30,friends.getMutual,0.0,1,0.037920236587524414
October 20 2018 00:25:30,users.get,0.0,1,0.03393149375915527
October 20 2018 00:25:30,users.get,0.0,1,0.041890859603881836
October 20 2018 00:25:33,friends.get,0.0,81,2.5028951168060303
October 20 2018 00:25:33,photos.getAlbums,0.0,1,0.04884600639343262
October 20 2018 00:25:33,users.get,0.0,1,0.04088306427001953
October 20 2018 00:25:33,photos.getAlbums,0.0,1,0.03388667106628418
October 20 2018 00:25:33,wall.get,0.0,1,0.13760948181152344
October 20 2018 00:25:33,friends.get,0.0,1,0.03888678550720215
October 20 2018 00:25:33,friends.getMutual,0.0,1,0.032915353775024414
October 20 2018 00:25:33,photos.getAlbums,0.0,1,0.03489184379577637
October 20 2018 00:25:33,wall.get,0.0,1,0.11768531799316406
October 20 2018 00:25:36,friends.get,0.0,78,2.4590888023376465
October 20 2018 00:25:36,friends.get,0.0,1,0.037893056869506836
October 20 2018 00:25:36,users.get,0.0,1,0.03492093086242676
October 20 2018 00:25:36,friends.get,0.0,1,0.03792381286621094
October 20 2018 00:25:36,friends.getMutual,0.0,1,0.03487682342529297
October 20 2018 00:25:36,friends.get,0.0,1,0.03787422180175781
October 20 2018 00:25:36,wall.get,0.0,1,0.1296532154083252
October 20 2018 00:25:36,photos.getAlbums,0.0,1,0.031937599182128906
October 20 2018 00:25:36,wall.get,0.0,1,0.12067437171936035
October 20 2018 00:25:39,users.get,0.0,74,2.415529489517212
October 20 2018 00:25:39,wall.get,0.0,1,0.13364291191101074
October 20 2018 00:25:39,photos.getAlbums,0.0,1,0.03488922119140625
October 20 2018 00:25:39,wall.get,0.0,1,0.11968851089477539
October 20 2018 00:25:39,friends.getMutual,0.0,1,0.04691910743713379
October 20 2018 00:25:39,friends.getMutual,0.0,1,0.04387998580932617
October 20 2018 00:25:39,friends.getMutual,0.0,1,0.03565168380737305
October 20 2018 00:25:39,friends.get,0.0,1,0.03789877891540527
October 20 2018 00:25:40,wall.get,0.0,1,0.11266541481018066
October 20 2018 00:25:42,friends.getMutual,0.0,79,2.383606195449829
October 20 2018 00:25:42,friends.getMutual,0.0,1,0.04285740852355957
October 20 2018 00:25:42,users.get,0.0,1,0.03792309761047363
October 20 2018 00:25:42,wall.get,0.0,1,0.1366586685180664
October 20 2018 00:25:42,users.get,0.0,1,0.034912824630737305
October 20 2018 00:25:42,friends.getMutual,0.0,1,0.03789925575256348
October 20 2018 00:25:42,photos.getAlbums,0.0,1,0.036927223205566406
October 20 2018 00:25:42,users.get,0.0,1,0.035875558853149414
October 20 2018 00:25:42,wall.get,0.0,1,0.1216733455657959
October 20 2018 00:25:45,friends.get,0.0,79,2.3826510906219482
October 20 2018 00:25:45,photos.getAlbums,0.0,1,0.041863441467285156
October 20 2018 00:25:45,friends.get,0.0,1,0.037868499755859375
October 20 2018 00:25:45,photos.getAlbums,0.0,1,0.04188799858093262
October 20 2018 00:25:45,friends.getMutual,0.0,1,0.03889608383178711
October 20 2018 00:25:45,wall.get,0.0,1,0.12765765190124512
October 20 2018 00:25:45,users.get,0.0,1,0.03291130065917969
October 20 2018 00:25:45,photos.getAlbums,0.0,1,0.03792238235473633
October 20 2018 00:25:45,photos.getAlbums,0.0,1,0.03195834159851074
October 20 2018 00:25:48,photos.getAlbums,0.0,84,2.5168941020965576
October 20 2018 00:25:48,friends.get,0.0,1,0.033878326416015625
October 20 2018 00:25:48,friends.get,0.0,1,0.04089617729187012
October 20 2018 00:25:48,users.get,0.0,1,0.034929513931274414
October 20 2018 00:25:48,friends.getMutual,0.0,1,0.035948753356933594
October 20 2018 00:25:48,friends.getMutual,0.0,1,0.04288649559020996
October 20 2018 00:25:48,friends.get,0.0,1,0.03686046600341797
October 20 2018 00:25:48,photos.getAlbums,0.0,1,0.0338590145111084
October 20 2018 00:25:48,friends.getMutual,0.0,1,0.0379483699798584
October 20 2018 00:25:51,wall.get,0.0,85,2.7262837886810303
October 20 2018 00:25:51,friends.get,0.0,1,0.0379176139831543
October 20 2018 00:25:51,friends.get,0.0,1,0.053855180740356445
October 20 2018 00:25:51,photos.getAlbums,0.0,1,0.03386378288269043
October 20 2018 00:25:51,friends.getMutual,0.0,1,0.03692460060119629
October 20 2018 00:25:51,users.get,0.0,1,0.034883737564086914
October 20 2018 00:25:51,photos.getAlbums,0.0,1,0.03589749336242676
October 20 2018 00:25:51,photos.getAlbums,0.0,1,0.037882328033447266
October 20 2018 00:25:51,friends.get,0.0,1,0.05587363243103027
October 20 2018 00:25:54,wall.get,0.0,79,2.6142826080322266
End at October 20 2018 00:25:54.,,,
All elapsed time: 32.686583280563354.,Max: 2.7262837886810303.,Min: 0.02892136573791504.,Avg: 0.3170454430580139.,
Now,Method,Delay,Try,Time
Start at October 20 2018 00:25:54.,,,,
October 20 2018 00:25:54,photos.getAlbums,0.0,1,0.03593754768371582
October 20 2018 00:25:54,wall.get,0.0,1,0.13064956665039062
October 20 2018 00:25:54,friends.get,0.0,1,0.03888845443725586
October 20 2018 00:25:54,friends.get,0.0,1,0.04187417030334473
October 20 2018 00:25:54,photos.getAlbums,0.0,1,0.03487658500671387
October 20 2018 00:25:54,friends.get,0.0,1,0.0608367919921875
October 20 2018 00:25:54,users.get,0.0,1,0.034905195236206055
October 20 2018 00:25:55,friends.get,0.0,1,0.04089164733886719
October 20 2018 00:25:57,friends.get,0.0,76,2.341789960861206
October 20 2018 00:25:57,friends.get,0.0,1,0.0367887020111084
October 20 2018 00:25:57,friends.getMutual,0.0,1,0.036904096603393555
October 20 2018 00:25:57,friends.getMutual,0.0,1,0.032911062240600586
October 20 2018 00:25:57,photos.getAlbums,0.0,1,0.03193783760070801
October 20 2018 00:25:57,photos.getAlbums,0.0,1,0.03737473487854004
October 20 2018 00:25:57,photos.getAlbums,0.0,1,0.03194737434387207
October 20 2018 00:25:57,friends.get,0.0,1,0.036841630935668945
October 20 2018 00:25:57,friends.getMutual,0.0,1,0.032897233963012695
October 20 2018 00:26:00,users.get,0.0,87,2.6531224250793457
October 20 2018 00:26:00,photos.getAlbums,0.0,1,0.03489995002746582
October 20 2018 00:26:00,photos.getAlbums,0.0,1,0.037873268127441406
October 20 2018 00:26:00,friends.getMutual,0.0,1,0.03687930107116699
October 20 2018 00:26:00,friends.get,0.0,1,0.03893017768859863
October 20 2018 00:26:00,friends.get,0.0,1,0.03892016410827637
October 20 2018 00:26:00,friends.get,0.0,1,0.03392767906188965
October 20 2018 00:26:00,users.get,0.0,1,0.03094172477722168
October 20 2018 00:26:00,wall.get,0.0,1,0.1555805206298828
October 20 2018 00:26:03,wall.get,0.0,82,2.6382017135620117
October 20 2018 00:26:03,users.get,0.0,1,0.03889966011047363
