Now,Method,Delay,Try,Time
Start at October 24 2018 04:31:23.,,,,
October 24 2018 04:31:25,friends.getMutual,0.1,1,1.5183111667633056
October 24 2018 04:31:25,wall.get,0.1,1,0.49180092811584475
October 24 2018 04:31:26,users.get,0.1,1,0.07317962646484374
October 24 2018 04:31:26,friends.getMutual,0.1,1,0.055601739883422846
October 24 2018 04:31:26,users.get,0.1,1,0.05261650085449218
October 24 2018 04:31:26,wall.get,0.1,1,0.2646049499511719
October 24 2018 04:31:26,friends.getMutual,0.1,1,0.07129993438720703
October 24 2018 04:31:27,friends.getMutual,0.1,1,0.11595215797424316
October 24 2018 04:31:27,friends.getMutual,0.1,1,0.16127982139587402
October 24 2018 04:31:28,wall.get,0.1,2,0.909202241897583
October 24 2018 04:31:28,friends.getMutual,0.1,1,0.11632075309753417
October 24 2018 04:31:28,photos.getAlbums,0.1,1,0.09589543342590331
October 24 2018 04:31:29,wall.get,0.1,1,0.13052096366882324
October 24 2018 04:31:29,friends.getMutual,0.1,1,0.035655164718627924
October 24 2018 04:31:29,photos.getAlbums,0.1,1,0.05042805671691894
October 24 2018 04:31:29,photos.getAlbums,0.1,1,0.04270901679992675
October 24 2018 04:31:29,friends.get,0.1,1,0.05156340599060058
October 24 2018 04:31:29,friends.get,0.1,1,0.03863277435302734
October 24 2018 04:31:31,users.get,0.1,5,0.9909383296966553
October 24 2018 04:31:31,friends.get,0.1,1,0.12385191917419433
October 24 2018 04:31:31,friends.getMutual,0.1,1,0.06854238510131835
October 24 2018 04:31:31,photos.getAlbums,0.1,1,0.032325887680053705
October 24 2018 04:31:31,friends.get,0.1,1,0.0356055736541748
October 24 2018 04:31:31,friends.getMutual,0.1,1,0.041621351242065424
October 24 2018 04:31:32,wall.get,0.1,1,0.15024962425231933
October 24 2018 04:31:32,photos.getAlbums,0.1,1,0.049259805679321284
October 24 2018 04:31:32,friends.get,0.1,1,0.04262604713439941
October 24 2018 04:31:33,friends.get,0.1,9,1.1260093688964843
October 24 2018 04:31:33,users.get,0.1,1,0.03563823699951171
October 24 2018 04:31:34,wall.get,0.1,1,0.1645711898803711
October 24 2018 04:31:34,users.get,0.1,1,0.051353597640991205
October 24 2018 04:31:34,friends.get,0.1,1,0.04155054092407226
October 24 2018 04:31:34,photos.getAlbums,0.1,1,0.04678883552551269
October 24 2018 04:31:34,users.get,0.1,1,0.03334107398986816
October 24 2018 04:31:34,users.get,0.1,1,0.03862991333007812
October 24 2018 04:31:35,photos.getAlbums,0.1,1,0.03368415832519531
October 24 2018 04:31:36,friends.getMutual,0.1,12,1.5204855442047118
October 24 2018 04:31:36,friends.getMutual,0.1,1,0.048602485656738276
October 24 2018 04:31:36,friends.getMutual,0.1,1,0.039237642288208
October 24 2018 04:31:37,friends.getMutual,0.1,1,0.05259146690368652
October 24 2018 04:31:37,users.get,0.1,1,0.03515210151672363
October 24 2018 04:31:37,friends.get,0.1,1,0.03654851913452148
October 24 2018 04:31:37,users.get,0.1,1,0.04657807350158691
October 24 2018 04:31:37,wall.get,0.1,1,0.19412460327148437
October 24 2018 04:31:38,friends.getMutual,0.1,1,0.20019664764404296
October 24 2018 04:31:39,users.get,0.1,6,1.5924729347229003
October 24 2018 04:31:40,friends.get,0.1,1,0.05059947967529296
October 24 2018 04:31:40,users.get,0.1,1,0.03639140129089355
October 24 2018 04:31:40,photos.getAlbums,0.1,1,0.040742778778076166
October 24 2018 04:31:40,photos.getAlbums,0.1,1,0.04760375022888183
October 24 2018 04:31:40,wall.get,0.1,1,0.15731658935546874
October 24 2018 04:31:40,users.get,0.1,1,0.05518832206726074
October 24 2018 04:31:41,users.get,0.1,1,0.042569065093994135
October 24 2018 04:31:41,users.get,0.1,1,0.057603740692138666
October 24 2018 04:31:42,photos.getAlbums,0.1,10,1.2454184532165526
October 24 2018 04:31:42,users.get,0.1,1,0.05238738059997558
October 24 2018 04:31:43,wall.get,0.1,1,0.16068449020385742
October 24 2018 04:31:43,users.get,0.1,1,0.035635375976562494
October 24 2018 04:31:43,photos.getAlbums,0.1,1,0.03167810440063476
October 24 2018 04:31:43,users.get,0.1,1,0.04261746406555175
October 24 2018 04:31:43,wall.get,0.1,1,0.17446341514587402
October 24 2018 04:31:43,users.get,0.1,1,0.03685965538024902
October 24 2018 04:31:44,friends.getMutual,0.1,1,0.1093203067779541
October 24 2018 04:31:45,users.get,0.1,11,1.3928162097930907
October 24 2018 04:31:45,users.get,0.1,1,0.042506599426269526
October 24 2018 04:31:46,friends.getMutual,0.1,1,0.06452932357788085
October 24 2018 04:31:46,photos.getAlbums,0.1,1,0.04464449882507324
October 24 2018 04:31:46,photos.getAlbums,0.1,1,0.038667583465576166
October 24 2018 04:31:46,photos.getAlbums,0.1,1,0.03866090774536132
October 24 2018 04:31:46,friends.get,0.1,1,0.06353702545166015
October 24 2018 04:31:46,friends.getMutual,0.1,1,0.1672734260559082
October 24 2018 04:31:47,photos.getAlbums,0.1,1,0.09849753379821777
October 24 2018 04:31:48,users.get,0.1,8,1.595918321609497
October 24 2018 04:31:48,users.get,0.1,1,0.033642673492431635
October 24 2018 04:31:49,photos.getAlbums,0.1,1,0.05360784530639648
October 24 2018 04:31:49,photos.getAlbums,0.1,1,0.03463211059570312
October 24 2018 04:31:49,friends.getMutual,0.1,1,0.04956331253051757
October 24 2018 04:31:49,photos.getAlbums,0.1,1,0.03567018508911132
October 24 2018 04:31:49,photos.getAlbums,0.1,1,0.06359162330627441
October 24 2018 04:31:50,wall.get,0.1,1,0.143319034576416
October 24 2018 04:31:50,friends.get,0.1,1,0.05058541297912597
October 24 2018 04:31:51,users.get,0.1,11,1.4124788284301757
October 24 2018 04:31:51,friends.getMutual,0.1,1,0.038661384582519526
October 24 2018 04:31:52,friends.getMutual,0.1,1,0.04361548423767089
October 24 2018 04:31:52,wall.get,0.1,1,0.1463550567626953
October 24 2018 04:31:52,wall.get,0.1,1,0.17300262451171874
October 24 2018 04:31:53,friends.get,0.1,1,0.5182253360748291
October 24 2018 04:31:54,wall.get,0.1,1,1.651286745071411
October 24 2018 04:31:58,friends.get,0.1,1,3.742381715774536
October 24 2018 04:31:59,photos.getAlbums,0.1,1,0.542871618270874
October 24 2018 04:31:59,photos.getAlbums,0.1,1,0.36429681777954104
October 24 2018 04:32:00,photos.getAlbums,0.1,1,0.033322238922119135
October 24 2018 04:32:00,users.get,0.1,1,0.03335084915161132
October 24 2018 04:32:00,users.get,0.1,1,0.07411184310913085
October 24 2018 04:32:00,friends.get,0.1,1,0.09150042533874511
October 24 2018 04:32:00,users.get,0.1,1,0.08051648139953613
October 24 2018 04:32:01,friends.getMutual,0.1,1,0.18326845169067382
October 24 2018 04:32:01,wall.get,0.1,1,0.6896378040313721
October 24 2018 04:32:02,users.get,0.1,1,0.1465071678161621
October 24 2018 04:32:02,friends.get,0.1,1,0.038672113418579096
End at October 24 2018 04:32:02.,,,
All elapsed time: 38.68430757522583.,Max: 3.742381715774536.,Min: 0.03167810440063476.,Avg: 0.27540958881378175.,
Now,Method,Delay,Try,Time
Start at October 24 2018 04:32:02.,,,,
October 24 2018 04:32:02,photos.getAlbums,0.1,1,0.0526036262512207
October 24 2018 04:32:02,friends.get,0.1,1,0.3049162864685059
October 24 2018 04:32:03,wall.get,0.1,1,0.6705883979797364
October 24 2018 04:32:04,users.get,0.1,1,0.7828592300415039
October 24 2018 04:32:05,photos.getAlbums,0.1,1,0.3934027194976807
October 24 2018 04:32:05,friends.getMutual,0.1,1,0.37279548645019533
October 24 2018 04:32:06,friends.getMutual,0.1,1,0.37525715827941897
October 24 2018 04:32:06,wall.get,0.1,1,0.2540124893188477
October 24 2018 04:32:06,photos.getAlbums,0.1,1,0.06566395759582519
October 24 2018 04:32:06,photos.getAlbums,0.1,1,0.1932891845703125
October 24 2018 04:32:07,photos.getAlbums,0.1,1,0.29613580703735354
October 24 2018 04:32:08,wall.get,0.1,1,0.595171594619751
October 24 2018 04:32:08,wall.get,0.1,1,0.2871872425079346
October 24 2018 04:32:08,friends.get,0.1,1,0.38079681396484377
October 24 2018 04:32:09,users.get,0.1,1,0.24775924682617187
October 24 2018 04:32:09,friends.get,0.1,1,0.041621351242065424
October 24 2018 04:32:09,users.get,0.1,1,0.22368946075439453
October 24 2018 04:32:09,friends.getMutual,0.1,1,0.11040701866149902
October 24 2018 04:32:11,wall.get,0.1,1,1.1899966239929198
October 24 2018 04:32:12,friends.getMutual,0.1,1,0.6616474628448487
October 24 2018 04:32:13,friends.get,0.1,1,0.9073795318603516
October 24 2018 04:32:14,friends.get,0.1,1,0.8231617450714112
October 24 2018 04:32:15,photos.getAlbums,0.1,1,0.9822687149047852
October 24 2018 04:32:15,friends.get,0.1,1,0.14133110046386718
October 24 2018 04:32:16,friends.get,0.1,1,1.0382927894592284
October 24 2018 04:32:18,friends.get,0.1,1,1.887889289855957
October 24 2018 04:32:20,users.get,0.1,1,1.5121778488159179
October 24 2018 04:32:22,wall.get,0.1,1,2.7204429149627685
October 24 2018 04:32:23,friends.getMutual,0.1,1,0.1849431037902832
October 24 2018 04:32:23,friends.getMutual,0.1,1,0.4311572551727295
October 24 2018 04:32:24,photos.getAlbums,0.1,1,0.24724044799804687
October 24 2018 04:32:25,friends.getMutual,0.1,1,1.048590087890625
October 24 2018 04:32:26,friends.getMutual,0.1,1,0.749247932434082
October 24 2018 04:32:28,users.get,0.1,1,2.1188241481781005
October 24 2018 04:32:30,wall.get,0.1,1,2.064851188659668
October 24 2018 04:32:32,photos.getAlbums,0.1,1,1.8108500480651855
October 24 2018 04:32:32,wall.get,0.1,1,0.19486966133117675
October 24 2018 04:32:32,users.get,0.1,1,0.05237355232238769
October 24 2018 04:32:33,friends.getMutual,0.1,1,0.06147685050964355
October 24 2018 04:32:33,users.get,0.1,1,0.1054300308227539
October 24 2018 04:32:33,users.get,0.1,1,0.04984488487243652
October 24 2018 04:32:33,users.get,0.1,1,0.03555812835693359
October 24 2018 04:32:33,friends.get,0.1,1,0.04059424400329589
